service,source_text,translated_text,reference_text,bleu_score,meteor_score,time_taken
gemini,"Wie Sie sicher aus der Presse und dem Fernsehen wissen, gab es in Sri Lanka mehrere Bombenexplosionen mit zahlreichen Toten.","As you know from press and television reports, there have been several bomb explosions in Sri Lanka with numerous fatalities.",You will be aware from the press and television that there have been a number of bomb explosions and killings in Sri Lanka.,0.10196542932717947,0.630252100840336,1.1234040260314941
groq,"Wie Sie sicher aus der Presse und dem Fernsehen wissen, gab es in Sri Lanka mehrere Bombenexplosionen mit zahlreichen Toten.","As you are surely aware from the press and television, there have been several bomb explosions in Sri Lanka with numerous fatalities.",You will be aware from the press and television that there have been a number of bomb explosions and killings in Sri Lanka.,0.3207714281451772,0.75,0.33142709732055664
deepl,"Zu den Attentatsopfern, die es in jüngster Zeit in Sri Lanka zu beklagen gab, zählt auch Herr Kumar Ponnambalam, der dem Europäischen Parlament erst vor wenigen Monaten einen Besuch abgestattet hatte.","Mr Kumar Ponnambalam, who visited the European Parliament only a few months ago, is one of the recent victims of assassinations in Sri Lanka.","One of the people assassinated very recently in Sri Lanka was Mr Kumar Ponnambalam, who had visited the European Parliament just a few months ago.",0.3701175189635787,0.8148148148148148,0.27135324478149414
gemini,"Zu den Attentatsopfern, die es in jüngster Zeit in Sri Lanka zu beklagen gab, zählt auch Herr Kumar Ponnambalam, der dem Europäischen Parlament erst vor wenigen Monaten einen Besuch abgestattet hatte.","Among the recent victims of the attacks in Sri Lanka is Mr. Kumar Ponnambalam, who visited the European Parliament only a few months ago.","One of the people assassinated very recently in Sri Lanka was Mr Kumar Ponnambalam, who had visited the European Parliament just a few months ago.",0.3657418997761797,0.7063197026022305,1.1723389625549316
groq,"Zu den Attentatsopfern, die es in jüngster Zeit in Sri Lanka zu beklagen gab, zählt auch Herr Kumar Ponnambalam, der dem Europäischen Parlament erst vor wenigen Monaten einen Besuch abgestattet hatte.","Among the victims of the recent attacks in Sri Lanka is Mr Kumar Ponnambalam, who visited the European Parliament just a few months ago.","One of the people assassinated very recently in Sri Lanka was Mr Kumar Ponnambalam, who had visited the European Parliament just a few months ago.",0.5360764030725996,0.7806691449814126,0.8125710487365723
deepl,"Wäre es angemessen, wenn Sie, Frau Präsidentin, der Präsidentin von Sri Lanka in einem Schreiben das Bedauern des Parlaments zum gewaltsamen Tod von Herrn Ponnambalam und anderen Bürgern von Sri Lanka übermitteln und sie auffordern würden, alles in ihrem Kräften stehende zu tun, um nach einer friedlichen Lösung dieser sehr schwierigen Situation zu suchen?","Would it be appropriate for you, Madam President, to write to the President of Sri Lanka expressing Parliament's regret at the violent death of Mr Ponnambalam and other Sri Lankans and urging her to do all she can to seek a peaceful solution to this very difficult situation?","Would it be appropriate for you, Madam President, to write a letter to the Sri Lankan President expressing Parliament's regret at his and the other violent deaths in Sri Lanka and urging her to do everything she possibly can to seek a peaceful reconciliation to a very difficult situation?",0.49000975177987954,0.8506616257088847,0.3920278549194336
gemini,"Wäre es angemessen, wenn Sie, Frau Präsidentin, der Präsidentin von Sri Lanka in einem Schreiben das Bedauern des Parlaments zum gewaltsamen Tod von Herrn Ponnambalam und anderen Bürgern von Sri Lanka übermitteln und sie auffordern würden, alles in ihrem Kräften stehende zu tun, um nach einer friedlichen Lösung dieser sehr schwierigen Situation zu suchen?","Would it be appropriate for you, Madam President, to write to the President of Sri Lanka conveying Parliament's regret at the violent death of Mr. Ponnambalam and other Sri Lankan citizens, and urging her to do everything in her power to seek a peaceful resolution to this very difficult situation?","Would it be appropriate for you, Madam President, to write a letter to the Sri Lankan President expressing Parliament's regret at his and the other violent deaths in Sri Lanka and urging her to do everything she possibly can to seek a peaceful reconciliation to a very difficult situation?",0.45832972016760337,0.8458646616541354,1.3436291217803955
groq,"Wäre es angemessen, wenn Sie, Frau Präsidentin, der Präsidentin von Sri Lanka in einem Schreiben das Bedauern des Parlaments zum gewaltsamen Tod von Herrn Ponnambalam und anderen Bürgern von Sri Lanka übermitteln und sie auffordern würden, alles in ihrem Kräften stehende zu tun, um nach einer friedlichen Lösung dieser sehr schwierigen Situation zu suchen?","Would it be appropriate, Madam President, for you to write to the President of Sri Lanka to convey to her the Parliament's regret at the violent death of Mr Ponnambalam and other citizens of Sri Lanka and to ask her to do everything in her power to seek a peaceful solution to this very difficult situation?","Would it be appropriate for you, Madam President, to write a letter to the Sri Lankan President expressing Parliament's regret at his and the other violent deaths in Sri Lanka and urging her to do everything she possibly can to seek a peaceful reconciliation to a very difficult situation?",0.28156265130695424,0.8007448789571695,0.49426889419555664
deepl,"Ja, Herr Evans, ich denke, daß eine derartige Initiative durchaus angebracht ist.","Yes, Mr Evans, I think that such an initiative is entirely appropriate.","Yes, Mr Evans, I feel an initiative of the type you have just suggested would be entirely appropriate.",0.3003237767121095,0.588235294117647,0.18121910095214844
gemini,"Ja, Herr Evans, ich denke, daß eine derartige Initiative durchaus angebracht ist.","Yes, Mr. Evans, I think such an initiative is quite appropriate.","Yes, Mr Evans, I feel an initiative of the type you have just suggested would be entirely appropriate.",0.07095688760364388,0.49261083743842365,1.0298709869384766
groq,"Ja, Herr Evans, ich denke, daß eine derartige Initiative durchaus angebracht ist.","Yes, Mr. Evans, I think such an initiative is quite appropriate.","Yes, Mr Evans, I feel an initiative of the type you have just suggested would be entirely appropriate.",0.07095688760364388,0.49261083743842365,0.33275413513183594
deepl,"Wenn das Haus damit einverstanden ist, werde ich dem Vorschlag von Herrn Evans folgen.","If the House agrees, I will follow Mr Evans' suggestion.","If the House agrees, I shall do as Mr Evans has suggested.",0.4081851142423725,0.7194244604316546,0.1763629913330078
gemini,"Wenn das Haus damit einverstanden ist, werde ich dem Vorschlag von Herrn Evans folgen.","If the house agrees, I will follow Mr. Evans' suggestion.","If the House agrees, I shall do as Mr Evans has suggested.",0.09739086765213541,0.6474820143884893,0.531865119934082
groq,"Wenn das Haus damit einverstanden ist, werde ich dem Vorschlag von Herrn Evans folgen.","If the House agrees, I will follow Mr. Evans' proposal.","If the House agrees, I shall do as Mr Evans has suggested.",0.37868117902707676,0.5755395683453237,0.3175020217895508
deepl,"Frau Präsidentin, zur Geschäftsordnung.","Madam President, on a point of order.","Madam President, on a point of order.",1.0,1.0,0.16839289665222168
gemini,"Frau Präsidentin, zur Geschäftsordnung.","Madam President, on a point of order.","Madam President, on a point of order.",1.0,1.0,1.009202003479004
groq,"Frau Präsidentin, zur Geschäftsordnung.","Madam President, on the order of business.","Madam President, on a point of order.",0.34329452398451965,0.7777777777777778,0.30484986305236816
deepl,Könnten Sie mir eine Auskunft zu Artikel 143 im Zusammenhang mit der Unzulässigkeit geben?,Could you give me some information on Article 143 in connection with inadmissibility?,I would like your advice about Rule 143 concerning inadmissibility.,0.0169861974906263,0.26548672566371684,0.22925996780395508
gemini,Könnten Sie mir eine Auskunft zu Artikel 143 im Zusammenhang mit der Unzulässigkeit geben?,Could you provide me with information on Article 143 regarding inadmissibility?,I would like your advice about Rule 143 concerning inadmissibility.,0.020255986027125642,0.18018018018018017,0.5107288360595703
groq,Könnten Sie mir eine Auskunft zu Artikel 143 im Zusammenhang mit der Unzulässigkeit geben?,Could you provide me with information about Article 143 in relation to inadmissibility?,I would like your advice about Rule 143 concerning inadmissibility.,0.018798317647335087,0.26548672566371684,0.33664941787719727
deepl,"Meine Frage betrifft eine Angelegenheit, die am Donnerstag zur Sprache kommen wird und auf die ich dann erneut verweisen werde.",My question concerns a matter that will be raised on Thursday and to which I will then refer again.,My question relates to something that will come up on Thursday and which I will then raise again.,0.23185078121230157,0.7853403141361255,0.23618102073669434
gemini,"Meine Frage betrifft eine Angelegenheit, die am Donnerstag zur Sprache kommen wird und auf die ich dann erneut verweisen werde.","My question concerns a matter that will be discussed on Thursday, and I will refer to it again then.",My question relates to something that will come up on Thursday and which I will then raise again.,0.04361963094460515,0.6770833333333334,1.0796279907226562
groq,"Meine Frage betrifft eine Angelegenheit, die am Donnerstag zur Sprache kommen wird und auf die ich dann erneut verweisen werde.",My question concerns a matter that will be discussed on Thursday and to which I will refer again then.,My question relates to something that will come up on Thursday and which I will then raise again.,0.10963546543618267,0.7329842931937172,0.32779479026794434
deepl,"Das Parlament wird sich am Donnerstag mit dem Cunha-Bericht über mehrjährige Ausrichtungsprogramme befassen, der in Absatz 6 vorschlägt, daß Länder, die ihr Soll zur Flottenverkleinerung nicht erfüllen, jährlich mit einer Art Quotenstrafe belegt werden sollen.","On Thursday, Parliament will discuss the Cunha report on multi-annual guidance programmes, paragraph 6 of which proposes that countries that do not meet their fleet reduction targets should be subject to a kind of annual quota penalty.",The Cunha report on multiannual guidance programmes comes before Parliament on Thursday and contains a proposal in paragraph 6 that a form of quota penalties should be introduced for countries which fail to meet their fleet reduction targets annually.,0.16753612056305073,0.775,0.31181788444519043
gemini,"Das Parlament wird sich am Donnerstag mit dem Cunha-Bericht über mehrjährige Ausrichtungsprogramme befassen, der in Absatz 6 vorschlägt, daß Länder, die ihr Soll zur Flottenverkleinerung nicht erfüllen, jährlich mit einer Art Quotenstrafe belegt werden sollen.",Parliament will discuss the Cunha report on multi-annual adjustment programmes on Thursday. Paragraph 6 of the report proposes that countries failing to meet their fleet reduction targets should be subject to an annual quota penalty.,The Cunha report on multiannual guidance programmes comes before Parliament on Thursday and contains a proposal in paragraph 6 that a form of quota penalties should be introduced for countries which fail to meet their fleet reduction targets annually.,0.1896323395722294,0.6801007556675064,0.7084908485412598
groq,"Das Parlament wird sich am Donnerstag mit dem Cunha-Bericht über mehrjährige Ausrichtungsprogramme befassen, der in Absatz 6 vorschlägt, daß Länder, die ihr Soll zur Flottenverkleinerung nicht erfüllen, jährlich mit einer Art Quotenstrafe belegt werden sollen.","The Parliament will consider the Cunha report on multi-annual guidance programmes on Thursday, which suggests in paragraph 6 that countries which do not meet their fleet reduction targets should be subject to a form of quota penalty each year.",The Cunha report on multiannual guidance programmes comes before Parliament on Thursday and contains a proposal in paragraph 6 that a form of quota penalties should be introduced for countries which fail to meet their fleet reduction targets annually.,0.27713028293432557,0.7481296758104738,0.47060489654541016
deepl,Und zwar sollen derartige Strafen trotz des Grundsatzes der relativen Stabilität verhängt werden.,Such penalties are to be imposed despite the principle of relative stability.,It says that this should be done despite the principle of relative stability.,0.45033035241661884,0.5755395683453237,0.26160383224487305
gemini,Und zwar sollen derartige Strafen trotz des Grundsatzes der relativen Stabilität verhängt werden.,Such penalties should be imposed despite the principle of relative stability.,It says that this should be done despite the principle of relative stability.,0.483065600887459,0.6521739130434783,0.4915010929107666
groq,Und zwar sollen derartige Strafen trotz des Grundsatzes der relativen Stabilität verhängt werden.,"And indeed, such penalties are to be imposed despite the principle of relative stability.",It says that this should be done despite the principle of relative stability.,0.3850322886878713,0.5633802816901409,0.3026397228240967
deepl,"Ich meine, daß der Grundsatz der relativen Stabilität einen elementaren Rechtsgrundsatz der gemeinsamen Fischereipolitik darstellt und ein Vorschlag, diesen zu unterlaufen, rechtlich unzulässig wäre.",I believe that the principle of relative stability is a fundamental legal principle of the common fisheries policy and that a proposal to undermine it would be legally inadmissible.,I believe that the principle of relative stability is a fundamental legal principle of the common fisheries policy and a proposal to subvert it would be legally inadmissible.,0.8166920319485289,0.9621993127147767,0.28881096839904785
gemini,"Ich meine, daß der Grundsatz der relativen Stabilität einen elementaren Rechtsgrundsatz der gemeinsamen Fischereipolitik darstellt und ein Vorschlag, diesen zu unterlaufen, rechtlich unzulässig wäre.","I believe that the principle of relative stability constitutes a fundamental legal principle of the Common Fisheries Policy, and a proposal to circumvent it would be legally inadmissible.",I believe that the principle of relative stability is a fundamental legal principle of the common fisheries policy and a proposal to subvert it would be legally inadmissible.,0.6118223735011533,0.9278350515463918,1.147312879562378
groq,"Ich meine, daß der Grundsatz der relativen Stabilität einen elementaren Rechtsgrundsatz der gemeinsamen Fischereipolitik darstellt und ein Vorschlag, diesen zu unterlaufen, rechtlich unzulässig wäre.",I believe that the principle of relative stability is a fundamental principle of the common fisheries policy and that any proposal to undermine it would be legally inadmissible.,I believe that the principle of relative stability is a fundamental legal principle of the common fisheries policy and a proposal to subvert it would be legally inadmissible.,0.7214673184611137,0.896551724137931,0.41324591636657715
deepl,"Ich möchte wissen, ob es möglich ist, einen Einwand gegen ein Dokument zu erheben, bei dem es sich lediglich um einen Bericht und keinen Legislativvorschlag handelt, und ob ich befugt bin, dies am Donnerstag zu tun.","I would like to know whether it is possible to raise an objection to a document that is merely a report and not a legislative proposal, and whether I am authorised to do so on Thursday.","I want to know whether one can raise an objection of that kind to what is merely a report, not a legislative proposal, and whether that is something I can competently do on Thursday.",0.32917501747361294,0.7008086253369273,0.24318575859069824
gemini,"Ich möchte wissen, ob es möglich ist, einen Einwand gegen ein Dokument zu erheben, bei dem es sich lediglich um einen Bericht und keinen Legislativvorschlag handelt, und ob ich befugt bin, dies am Donnerstag zu tun.","I would like to know if it is possible to raise an objection to a document that is merely a report and not a legislative proposal, and whether I am authorized to do so on Thursday.","I want to know whether one can raise an objection of that kind to what is merely a report, not a legislative proposal, and whether that is something I can competently do on Thursday.",0.3124078794124151,0.6738544474393531,1.2007112503051758
groq,"Ich möchte wissen, ob es möglich ist, einen Einwand gegen ein Dokument zu erheben, bei dem es sich lediglich um einen Bericht und keinen Legislativvorschlag handelt, und ob ich befugt bin, dies am Donnerstag zu tun.","I would like to know if it is possible to raise an objection to a document that is merely a report and not a legislative proposal, and if I am entitled to do so on Thursday.","I want to know whether one can raise an objection of that kind to what is merely a report, not a legislative proposal, and whether that is something I can competently do on Thursday.",0.2791151097809786,0.6469002695417789,0.4124937057495117
deepl,"Genau dann können Sie, wenn Sie wollen, diese Frage ansprechen, d. h. am Donnerstag zu Beginn der Aussprache über den Bericht.","If you wish, you can raise this issue at that point, i.e. on Thursday at the beginning of the debate on the report.","That is precisely the time when you may, if you wish, raise this question, i.e. on Thursday prior to the start of the presentation of the report.",0.20944270374877302,0.6349206349206349,0.3961181640625
gemini,"Genau dann können Sie, wenn Sie wollen, diese Frage ansprechen, d. h. am Donnerstag zu Beginn der Aussprache über den Bericht.","You can raise this question then, if you wish, i.e. on Thursday at the beginning of the discussion on the report.","That is precisely the time when you may, if you wish, raise this question, i.e. on Thursday prior to the start of the presentation of the report.",0.2995115414069778,0.6389776357827476,1.1479551792144775
groq,"Genau dann können Sie, wenn Sie wollen, diese Frage ansprechen, d. h. am Donnerstag zu Beginn der Aussprache über den Bericht.","You can then, if you wish, raise this question, that is to say at the start of the debate on the report on Thursday.","That is precisely the time when you may, if you wish, raise this question, i.e. on Thursday prior to the start of the presentation of the report.",0.37040566269530983,0.6962025316455696,0.3528900146484375
deepl,"Frau Präsidentin! Die erste diesjährige Tagung des Europäischen Parlaments fällt leider damit zusammen, daß in den Vereinigten Staaten, in Texas, für Donnerstag dieser Woche die Hinrichtung eines zum Tode verurteilten 34jährigen jungen Mannes namens Hicks festgelegt worden ist.","Madam President, this year's first part-session of the European Parliament unfortunately coincides with the execution of a 34-year-old young man named Hicks, who has been sentenced to death, being scheduled for Thursday this week in the United States, in Texas.","Madam President, coinciding with this year' s first part-session of the European Parliament, a date has been set, unfortunately for next Thursday, in Texas in America, for the execution of a young 34 year-old man who has been sentenced to death. We shall call him Mr Hicks.",0.2803570167125093,0.6839186691312384,0.3117082118988037
gemini,"Frau Präsidentin! Die erste diesjährige Tagung des Europäischen Parlaments fällt leider damit zusammen, daß in den Vereinigten Staaten, in Texas, für Donnerstag dieser Woche die Hinrichtung eines zum Tode verurteilten 34jährigen jungen Mannes namens Hicks festgelegt worden ist.","Madam President, unfortunately, the first parliamentary session of this year coincides with the scheduled execution in Texas, USA, this Thursday, of a 34-year-old condemned man named Hicks.","Madam President, coinciding with this year' s first part-session of the European Parliament, a date has been set, unfortunately for next Thursday, in Texas in America, for the execution of a young 34 year-old man who has been sentenced to death. We shall call him Mr Hicks.",0.034139639896737684,0.4924242424242424,0.8126170635223389
groq,"Frau Präsidentin! Die erste diesjährige Tagung des Europäischen Parlaments fällt leider damit zusammen, daß in den Vereinigten Staaten, in Texas, für Donnerstag dieser Woche die Hinrichtung eines zum Tode verurteilten 34jährigen jungen Mannes namens Hicks festgelegt worden ist.","Madam President! The first session of the European Parliament this year unfortunately coincides with the fact that in the United States, in Texas, the execution of a 34-year-old young man named Hicks, who has been sentenced to death, has been scheduled for this Thursday.","Madam President, coinciding with this year' s first part-session of the European Parliament, a date has been set, unfortunately for next Thursday, in Texas in America, for the execution of a young 34 year-old man who has been sentenced to death. We shall call him Mr Hicks.",0.23678435621812158,0.6972477064220183,1.031954050064087
deepl,"Auf Wunsch eines französischen Mitglieds, Herrn Zimeray, wurde bereits eine Petition eingereicht, die von vielen, auch von mir selbst, unterzeichnet worden ist.","At the request of a French member, Mr Zimeray, a petition has already been submitted, which has been signed by many, including myself.","At the request of a French Member, Mr Zimeray, a petition has already been presented, which many people signed, including myself.",0.567115137124683,0.9541984732824428,0.23353195190429688
gemini,"Auf Wunsch eines französischen Mitglieds, Herrn Zimeray, wurde bereits eine Petition eingereicht, die von vielen, auch von mir selbst, unterzeichnet worden ist.","At the request of a French member, Mr. Zimeray, a petition has already been submitted, which has been signed by many, including myself.","At the request of a French Member, Mr Zimeray, a petition has already been presented, which many people signed, including myself.",0.493049320908492,0.9160305343511451,1.1531200408935547
groq,"Auf Wunsch eines französischen Mitglieds, Herrn Zimeray, wurde bereits eine Petition eingereicht, die von vielen, auch von mir selbst, unterzeichnet worden ist.","At the request of a French member, Mr Zimeray, a petition has already been submitted which has been signed by many people, including myself.","At the request of a French Member, Mr Zimeray, a petition has already been presented, which many people signed, including myself.",0.567115137124683,0.9541984732824428,0.36318182945251465
deepl,"Gemäß der vom Europäischen Parlament und von der gesamten Europäischen Union nunmehr ständig vertretenen Linie möchte ich Sie jedoch bitten, den ganzen Einfluß Ihres Amtes und der Institution, die Sie vertreten, bei dem Präsidentschaftskandidaten und Gouverneur von Texas, George W. Bush, der zur Aussetzung der Vollstreckung des Todesurteils und zur Begnadigung des Verurteilten befugt ist, geltend zu machen.","However, in accordance with the line now consistently taken by the European Parliament and by the European Union as a whole, I would ask you to use all the influence of your office and of the institution you represent with the presidential candidate and Governor of Texas, George W. Bush, who is authorised to suspend the execution of the death sentence and to pardon the condemned man.","However, I would ask you, in accordance with the line which is now constantly followed by the European Parliament and by the whole of the European Community, to make representations, using the weight of your prestigious office and the institution you represent, to the President and to the Governor of Texas, Mr Bush, who has the power to order a stay of execution and to reprieve the condemned person.",0.3104883591877037,0.7320261437908495,0.5297250747680664
gemini,"Gemäß der vom Europäischen Parlament und von der gesamten Europäischen Union nunmehr ständig vertretenen Linie möchte ich Sie jedoch bitten, den ganzen Einfluß Ihres Amtes und der Institution, die Sie vertreten, bei dem Präsidentschaftskandidaten und Gouverneur von Texas, George W. Bush, der zur Aussetzung der Vollstreckung des Todesurteils und zur Begnadigung des Verurteilten befugt ist, geltend zu machen.","In line with the position consistently held by the European Parliament and the European Union as a whole, I would nevertheless ask you to use your full influence and that of the institution you represent with the Presidential candidate and Governor of Texas, George W. Bush, who has the power to stay the execution and grant a pardon to the condemned man.","However, I would ask you, in accordance with the line which is now constantly followed by the European Parliament and by the whole of the European Community, to make representations, using the weight of your prestigious office and the institution you represent, to the President and to the Governor of Texas, Mr Bush, who has the power to order a stay of execution and to reprieve the condemned person.",0.2464984894100817,0.6587615283267456,0.9434330463409424
