service,source_text,translated_text,reference_text,bleu_score,meteor_score,time_taken
groq,"A la espera de que se produzca, de acuerdo con muchos colegas que me lo han pedido, pido que hagamos un minuto de silencio en memoria de todas las víctimas de las tormentas, en los distintos países de la Unión Europea afectados.","In anticipation of this, in accordance with many colleagues who have asked me to do so, I request that we hold a minute of silence in memory of all the victims of the storms in the various countries of the European Union that have been affected.","In the meantime, I should like to observe a minute' s silence, as a number of Members have requested, on behalf of all the victims concerned, particularly those of the terrible storms, in the various countries of the European Union.",0.2421098192594169,0.5720338983050848,0.44143199920654297
deepl,Invito a todos a que nos pongamos de pie para guardar un minuto de silencio.,I invite everyone to stand for a minute's silence.,"Please rise, then, for this minute' s silence.",0.04328649145305472,0.33613445378151263,0.16925883293151855
gemini,Invito a todos a que nos pongamos de pie para guardar un minuto de silencio.,I invite everyone to stand for a minute of silence.,"Please rise, then, for this minute' s silence.",0.04328649145305472,0.33613445378151263,0.99338698387146
groq,Invito a todos a que nos pongamos de pie para guardar un minuto de silencio.,I invite everyone to stand up for a minute of silence.,"Please rise, then, for this minute' s silence.",0.0428361950754725,0.3333333333333333,0.303433895111084
deepl,"(El Parlamento, de pie, guarda un minuto de silencio)",(Parliament stood and observed a minute's silence),(The House rose and observed a minute' s silence),0.2658156069371863,0.5932203389830508,0.18065524101257324
gemini,"(El Parlamento, de pie, guarda un minuto de silencio)","(Parliament observes a minute's silence, standing.)",(The House rose and observed a minute' s silence),0.04576989215762564,0.5042016806722689,0.4612159729003906
groq,"(El Parlamento, de pie, guarda un minuto de silencio)","(The Parliament, standing, observes a minute of silence)",(The House rose and observed a minute' s silence),0.06238986072117501,0.5833333333333334,0.2798421382904053
deepl,"Señora Presidenta, una cuestión de procedimiento.","Madam President, a procedural point.","Madam President, on a point of order.",0.14609701823905347,0.6818181818181819,0.16751408576965332
gemini,"Señora Presidenta, una cuestión de procedimiento.","Madam President, a point of order.","Madam President, on a point of order.",0.6101950432112578,0.8988764044943819,0.9814262390136719
groq,"Señora Presidenta, una cuestión de procedimiento.","Madam President, a procedural matter.","Madam President, on a point of order.",0.1395873430390535,0.5681818181818181,0.266787052154541
deepl,Sabrá usted por la prensa y la televisión que se han producido una serie de explosiones y asesinatos en Sri Lanka.,You will know from the press and television that there have been a series of explosions and killings in Sri Lanka.,You will be aware from the press and television that there have been a number of bomb explosions and killings in Sri Lanka.,0.6524298074597406,0.8403361344537816,0.18380999565124512
gemini,Sabrá usted por la prensa y la televisión que se han producido una serie de explosiones y asesinatos en Sri Lanka.,You will have learned from the press and television that a series of explosions and murders have occurred in Sri Lanka.,You will be aware from the press and television that there have been a number of bomb explosions and killings in Sri Lanka.,0.35651460935479895,0.7142857142857143,0.6674611568450928
groq,Sabrá usted por la prensa y la televisión que se han producido una serie de explosiones y asesinatos en Sri Lanka.,You will know from the press and television that a series of explosions and assassinations have taken place in Sri Lanka.,You will be aware from the press and television that there have been a number of bomb explosions and killings in Sri Lanka.,0.35651460935479895,0.7142857142857143,0.6741712093353271
deepl,"Una de las personas que recientemente han asesinado en Sri Lanka ha sido al Sr. Kumar Ponnambalam, quien hace pocos meses visitó el Parlamento Europeo.","One of the people recently murdered in Sri Lanka was Mr Kumar Ponnambalam, who visited the European Parliament a few months ago.","One of the people assassinated very recently in Sri Lanka was Mr Kumar Ponnambalam, who had visited the European Parliament just a few months ago.",0.6093264359658772,0.8614232209737829,0.17962908744812012
gemini,"Una de las personas que recientemente han asesinado en Sri Lanka ha sido al Sr. Kumar Ponnambalam, quien hace pocos meses visitó el Parlamento Europeo.","One of the people recently assassinated in Sri Lanka was Mr. Kumar Ponnambalam, who visited the European Parliament a few months ago.","One of the people assassinated very recently in Sri Lanka was Mr Kumar Ponnambalam, who had visited the European Parliament just a few months ago.",0.4902480388150844,0.8614232209737829,0.7292780876159668
groq,"Una de las personas que recientemente han asesinado en Sri Lanka ha sido al Sr. Kumar Ponnambalam, quien hace pocos meses visitó el Parlamento Europeo.","One of the people recently assassinated in Sri Lanka has been Mr. Kumar Ponnambalam, who a few months ago visited the European Parliament.","One of the people assassinated very recently in Sri Lanka was Mr Kumar Ponnambalam, who had visited the European Parliament just a few months ago.",0.40354716807491975,0.8208955223880596,0.3584880828857422
deepl,"¿Sería apropiado que usted, Señora Presidenta, escribiese una carta al Presidente de Sri Lanka expresando las condolencias del Parlamento por esa y otras muertes violentas, pidiéndole que haga todo lo posible para encontrar una reconciliación pacífica ante la extremadamente difícil situación que está viviendo su país?","Would it be appropriate for you, Madam President, to write a letter to the President of Sri Lanka expressing Parliament's condolences for this and other violent deaths, asking him to do all he can to find a peaceful reconciliation to the extremely difficult situation his country is experiencing?","Would it be appropriate for you, Madam President, to write a letter to the Sri Lankan President expressing Parliament's regret at his and the other violent deaths in Sri Lanka and urging her to do everything she possibly can to seek a peaceful reconciliation to a very difficult situation?",0.43667142714492513,0.7358490566037735,0.28806185722351074
gemini,"¿Sería apropiado que usted, Señora Presidenta, escribiese una carta al Presidente de Sri Lanka expresando las condolencias del Parlamento por esa y otras muertes violentas, pidiéndole que haga todo lo posible para encontrar una reconciliación pacífica ante la extremadamente difícil situación que está viviendo su país?","Would it be appropriate for you, Madam President, to write a letter to the President of Sri Lanka expressing Parliament's condolences for these and other violent deaths, asking him to do everything possible to find a peaceful reconciliation in the face of the extremely difficult situation his country is experiencing?","Would it be appropriate for you, Madam President, to write a letter to the Sri Lankan President expressing Parliament's regret at his and the other violent deaths in Sri Lanka and urging her to do everything she possibly can to seek a peaceful reconciliation to a very difficult situation?",0.40859796812098603,0.7518796992481204,1.3334591388702393
groq,"¿Sería apropiado que usted, Señora Presidenta, escribiese una carta al Presidente de Sri Lanka expresando las condolencias del Parlamento por esa y otras muertes violentas, pidiéndole que haga todo lo posible para encontrar una reconciliación pacífica ante la extremadamente difícil situación que está viviendo su país?","Would it be appropriate for you, Madam President, to write to the President of Sri Lanka expressing the condolences of Parliament for this and the other violent deaths, asking him to do everything in his power to find a peaceful reconciliation in the extremely difficult situation his country is experiencing?","Would it be appropriate for you, Madam President, to write a letter to the Sri Lankan President expressing Parliament's regret at his and the other violent deaths in Sri Lanka and urging her to do everything she possibly can to seek a peaceful reconciliation to a very difficult situation?",0.3622359038062081,0.6779661016949152,0.5213449001312256
deepl,"Sí, señor Evans, pienso que una iniciativa como la que usted acaba de sugerir sería muy adecuada.","Yes, Mr Evans, I think that an initiative such as the one you have just suggested would be very appropriate.","Yes, Mr Evans, I feel an initiative of the type you have just suggested would be entirely appropriate.",0.4633059731830228,0.8018867924528302,0.21231603622436523
gemini,"Sí, señor Evans, pienso que una iniciativa como la que usted acaba de sugerir sería muy adecuada.","Yes, Mr. Evans, I think an initiative like the one you just suggested would be very appropriate.","Yes, Mr Evans, I feel an initiative of the type you have just suggested would be entirely appropriate.",0.2243802591724349,0.7177033492822966,1.090317964553833
groq,"Sí, señor Evans, pienso que una iniciativa como la que usted acaba de sugerir sería muy adecuada.","Yes, Mr. Evans, I think an initiative like the one you just suggested would be very suitable.","Yes, Mr Evans, I feel an initiative of the type you have just suggested would be entirely appropriate.",0.21330245438710907,0.6698564593301435,0.34789395332336426
deepl,"Si la Asamblea está de acuerdo, haré lo que el señor Evans acaba de sugerir.","If the House agrees, I will do what Mr Evans has just suggested.","If the House agrees, I shall do as Mr Evans has suggested.",0.45788313721339824,0.8510638297872339,0.17702603340148926
gemini,"Si la Asamblea está de acuerdo, haré lo que el señor Evans acaba de sugerir.","If the Assembly agrees, I will do what Mr. Evans just suggested.","If the House agrees, I shall do as Mr Evans has suggested.",0.11064054220098625,0.6428571428571429,0.6092441082000732
groq,"Si la Asamblea está de acuerdo, haré lo que el señor Evans acaba de sugerir.","If the Assembly agrees, I shall do what Mr. Evans has just suggested.","If the House agrees, I shall do as Mr Evans has suggested.",0.3446073377034663,0.7801418439716313,0.31360793113708496
deepl,"Señora Presidenta, una cuestión de procedimiento.","Madam President, a procedural point.","Madam President, on a point of order.",0.14609701823905347,0.6818181818181819,0.22586297988891602
gemini,"Señora Presidenta, una cuestión de procedimiento.","Madam President, a point of order.","Madam President, on a point of order.",0.6101950432112578,0.8988764044943819,0.9903512001037598
groq,"Señora Presidenta, una cuestión de procedimiento.","Madam President, a procedural matter.","Madam President, on a point of order.",0.1395873430390535,0.5681818181818181,0.2976047992706299
deepl,Me gustaría que me asesorara sobre el Artículo 143 concerniente a la inadmisibilidad.,I would like your advice on Article 143 concerning inadmissibility.,I would like your advice about Rule 143 concerning inadmissibility.,0.587728372510532,0.8181818181818182,0.17573904991149902
gemini,Me gustaría que me asesorara sobre el Artículo 143 concerniente a la inadmisibilidad.,I would like you to advise me on Article 143 concerning inadmissibility.,I would like your advice about Rule 143 concerning inadmissibility.,0.2796842457966537,0.625,0.5251719951629639
groq,Me gustaría que me asesorara sobre el Artículo 143 concerniente a la inadmisibilidad.,I would like you to advise me on Article 143 regarding inadmissibility.,I would like your advice about Rule 143 concerning inadmissibility.,0.10120193244194395,0.5357142857142857,0.3305058479309082
deepl,"Mi pregunta se refiere a un asunto del que se hablará el jueves, día que en volveré a plantearla.","My question concerns a matter that will be discussed on Thursday, when I will come back to it.",My question relates to something that will come up on Thursday and which I will then raise again.,0.04663526152730445,0.5759162303664922,0.18892407417297363
gemini,"Mi pregunta se refiere a un asunto del que se hablará el jueves, día que en volveré a plantearla.","My question concerns a matter that will be discussed on Thursday, when I will raise it again.",My question relates to something that will come up on Thursday and which I will then raise again.,0.04931078540200704,0.5789473684210527,1.0794486999511719
groq,"Mi pregunta se refiere a un asunto del que se hablará el jueves, día que en volveré a plantearla.","My question refers to a matter that will be discussed on Thursday, a day when I will raise it again.",My question relates to something that will come up on Thursday and which I will then raise again.,0.04299633317640399,0.621761658031088,0.3348989486694336
deepl,El informe Cunha sobre los programas de dirección plurianual se presenta al Parlamento el jueves y contiene una propuesta en el apartado 6 en torno a una forma de penalizaciones basada en cuotas que debe aplicarse a los países que no cumplan anualmente sus objetivos de reducción de flota.,The Cunha report on multi-annual guidance programmes is presented to Parliament on Thursday and contains a proposal in paragraph 6 for a form of quota-based penalties to be applied to countries that fail to meet their annual fleet reduction targets.,The Cunha report on multiannual guidance programmes comes before Parliament on Thursday and contains a proposal in paragraph 6 that a form of quota penalties should be introduced for countries which fail to meet their fleet reduction targets annually.,0.4267903752189222,0.8229426433915211,0.2453911304473877
gemini,El informe Cunha sobre los programas de dirección plurianual se presenta al Parlamento el jueves y contiene una propuesta en el apartado 6 en torno a una forma de penalizaciones basada en cuotas que debe aplicarse a los países que no cumplan anualmente sus objetivos de reducción de flota.,The Cunha report on multi-annual steering programs will be presented to Parliament on Thursday and contains a proposal in section 6 for a quota-based penalty system to be applied to countries that fail to meet their annual fleet reduction targets.,The Cunha report on multiannual guidance programmes comes before Parliament on Thursday and contains a proposal in paragraph 6 that a form of quota penalties should be introduced for countries which fail to meet their fleet reduction targets annually.,0.3334001724482668,0.6982543640897755,1.2107691764831543
groq,El informe Cunha sobre los programas de dirección plurianual se presenta al Parlamento el jueves y contiene una propuesta en el apartado 6 en torno a una forma de penalizaciones basada en cuotas que debe aplicarse a los países que no cumplan anualmente sus objetivos de reducción de flota.,The Cunha report on multi-annual management programmes is to be presented to Parliament on Thursday and contains a proposal in paragraph 6 for a system of quota-based penalties to be applied to countries which do not meet their annual fleet reduction targets.,The Cunha report on multiannual guidance programmes comes before Parliament on Thursday and contains a proposal in paragraph 6 that a form of quota penalties should be introduced for countries which fail to meet their fleet reduction targets annually.,0.34265712340009474,0.7692307692307692,0.5674209594726562
deepl,El informe estipula que se debe aplicarse a pesar del principio de estabilidad relativa.,The report stipulates that it should be applied despite the principle of relative stability.,It says that this should be done despite the principle of relative stability.,0.4546697236991713,0.7801418439716313,0.1740741729736328
gemini,El informe estipula que se debe aplicarse a pesar del principio de estabilidad relativa.,The report stipulates that it must be applied despite the principle of relative stability.,It says that this should be done despite the principle of relative stability.,0.42610827239170174,0.7092198581560284,1.0170443058013916
groq,El informe estipula que se debe aplicarse a pesar del principio de estabilidad relativa.,The report stipulates that it should be applied despite the principle of relative stability.,It says that this should be done despite the principle of relative stability.,0.4546697236991713,0.7801418439716313,0.3156001567840576
deepl,"Creo que el principio de estabilidad relativa es un principio legal fundamental de las políticas pesqueras comunitarias, por lo que una propuesta que lo subvierta es legalmente inadmisible.","I believe that the principle of relative stability is a fundamental legal principle of Community fisheries policies, so a proposal that subverts it is legally inadmissible.",I believe that the principle of relative stability is a fundamental legal principle of the common fisheries policy and a proposal to subvert it would be legally inadmissible.,0.5395721474964374,0.8304498269896194,0.20668697357177734
gemini,"Creo que el principio de estabilidad relativa es un principio legal fundamental de las políticas pesqueras comunitarias, por lo que una propuesta que lo subvierta es legalmente inadmisible.","I believe that the principle of relative stability is a fundamental legal principle of the Community fisheries policies, therefore a proposal that subverts it is legally inadmissible.",I believe that the principle of relative stability is a fundamental legal principle of the common fisheries policy and a proposal to subvert it would be legally inadmissible.,0.5761982509413803,0.8620689655172413,0.6056549549102783
groq,"Creo que el principio de estabilidad relativa es un principio legal fundamental de las políticas pesqueras comunitarias, por lo que una propuesta que lo subvierta es legalmente inadmisible.","I believe that the principle of relative stability is a fundamental legal principle of Community fisheries policy, and therefore a proposal which undermines it is legally inadmissible.",I believe that the principle of relative stability is a fundamental legal principle of the common fisheries policy and a proposal to subvert it would be legally inadmissible.,0.5596350587540255,0.8275862068965517,0.3663969039916992
deepl,"Quiero saber si se puede hacer este tipo de objeción a lo que sólo es un informe, no una propuesta legislativa, y si es algo que puedo plantear el jueves.","I want to know whether this kind of objection can be made to what is only a report, not a legislative proposal, and whether it is something I can raise on Thursday.","I want to know whether one can raise an objection of that kind to what is merely a report, not a legislative proposal, and whether that is something I can competently do on Thursday.",0.49458211189256507,0.8423913043478259,0.23726820945739746
gemini,"Quiero saber si se puede hacer este tipo de objeción a lo que sólo es un informe, no una propuesta legislativa, y si es algo que puedo plantear el jueves.","I want to know if this type of objection can be made to what is only a report, not a legislative proposal, and if it's something I can raise on Thursday.","I want to know whether one can raise an objection of that kind to what is merely a report, not a legislative proposal, and whether that is something I can competently do on Thursday.",0.3972022842106472,0.733695652173913,1.1482181549072266
groq,"Quiero saber si se puede hacer este tipo de objeción a lo que sólo es un informe, no una propuesta legislativa, y si es algo que puedo plantear el jueves.","I want to know if it's possible to make this type of objection to something that is only a report, not a legislative proposal, and if it's something I can raise on Thursday.","I want to know whether one can raise an objection of that kind to what is merely a report, not a legislative proposal, and whether that is something I can competently do on Thursday.",0.3686641837726626,0.7008086253369273,4.45881199836731
deepl,"Su Señoría, si así lo desea, podrá plantear esta cuestión en ese momento, es decir, el jueves antes de que se presente el informe.","The honourable Member may, if he so wishes, raise this issue at that time, i.e. on the Thursday before the report is presented.","That is precisely the time when you may, if you wish, raise this question, i.e. on Thursday prior to the start of the presentation of the report.",0.1581243917875713,0.6645569620253163,0.2170412540435791
gemini,"Su Señoría, si así lo desea, podrá plantear esta cuestión en ese momento, es decir, el jueves antes de que se presente el informe.","Your Honor, if you wish, you may raise this matter then, that is, on Thursday before the report is presented.","That is precisely the time when you may, if you wish, raise this question, i.e. on Thursday prior to the start of the presentation of the report.",0.1694971531565961,0.5750798722044728,1.0726830959320068
groq,"Su Señoría, si así lo desea, podrá plantear esta cuestión en ese momento, es decir, el jueves antes de que se presente el informe.","Your Lordship, if you so wish, you will be able to raise this matter at that time, that is to say, on the Thursday before the report is presented.","That is precisely the time when you may, if you wish, raise this question, i.e. on Thursday prior to the start of the presentation of the report.",0.05332544583175986,0.6211180124223603,0.4571080207824707
deepl,"Señora Presidenta, coincidiendo con el primer período parcial de sesiones de este año del Parlamento Europeo, lamentablemente, en los Estados Unidos, en Texas, se ha fijado para el próximo jueves la ejecución de un condenado a la pena capital, un joven de 34 años que llamaremos con el nombre de Hicks.","Madam President, coinciding with this year's first part-session of the European Parliament, unfortunately, in the United States, in Texas, the execution has been scheduled for next Thursday of a man sentenced to death, a young man of 34 years of age whom we shall call Hicks.","Madam President, coinciding with this year' s first part-session of the European Parliament, a date has been set, unfortunately for next Thursday, in Texas in America, for the execution of a young 34 year-old man who has been sentenced to death. We shall call him Mr Hicks.",0.3412670499842562,0.7650273224043717,0.33095812797546387
gemini,"Señora Presidenta, coincidiendo con el primer período parcial de sesiones de este año del Parlamento Europeo, lamentablemente, en los Estados Unidos, en Texas, se ha fijado para el próximo jueves la ejecución de un condenado a la pena capital, un joven de 34 años que llamaremos con el nombre de Hicks.","Madam President, coinciding with the first part-session of this year of the European Parliament, sadly, in the United States, in Texas, the execution of a death row inmate, a 34-year-old man we will call Hicks, has been scheduled for next Thursday.","Madam President, coinciding with this year' s first part-session of the European Parliament, a date has been set, unfortunately for next Thursday, in Texas in America, for the execution of a young 34 year-old man who has been sentenced to death. We shall call him Mr Hicks.",0.2609834780046585,0.6617647058823529,1.3329112529754639
groq,"Señora Presidenta, coincidiendo con el primer período parcial de sesiones de este año del Parlamento Europeo, lamentablemente, en los Estados Unidos, en Texas, se ha fijado para el próximo jueves la ejecución de un condenado a la pena capital, un joven de 34 años que llamaremos con el nombre de Hicks.","Madam President, coinciding with the first part-session of this year of the European Parliament, unfortunately, in the United States, in Texas, the execution of a death row inmate, a 34-year-old man we will call Hicks, has been scheduled for next Thursday.","Madam President, coinciding with this year' s first part-session of the European Parliament, a date has been set, unfortunately for next Thursday, in Texas in America, for the execution of a young 34 year-old man who has been sentenced to death. We shall call him Mr Hicks.",0.26605348578240046,0.6801470588235294,0.6316332817077637
deepl,"A petición de un diputado francés, el Sr. Zimeray, se ha presentado una solicitud, cuyos firmantes han sido numerosos y entre los cuales me cuento, sin embargo, de conformidad con la posición constantemente expresada por el Parlamento Europeo y por toda la Comunidad europea, le pido que intervenga con el prestigio de su cargo y de la Institución que representa ante el Presidente y el Gobernador del Estado de Texas, Sr. Bush, que tiene la facultad de suspender la condena a muerte y de indultar al condenado.","At the request of a French Member of Parliament, Mr Zimeray, a request has been made, many of whose signatories have signed it, including myself, but, in accordance with the position constantly expressed by the European Parliament and the entire European Community, I would ask you to intervene with the prestige of your office and the institution you represent with the President and the Governor of the State of Texas, Mr Bush, who has the power to suspend the death sentence and to pardon the condemned man.","At the request of a French Member, Mr Zimeray, a petition has already been presented, which many people signed, including myself. However, I would ask you, in accordance with the line which is now constantly followed by the European Parliament and by the whole of the European Community, to make representations, using the weight of your prestigious office and the institution you represent, to the President and to the Governor of Texas, Mr Bush, who has the power to order a stay of execution and to reprieve the condemned person.",0.4039442732244432,0.732421875,0.4571511745452881
gemini,"A petición de un diputado francés, el Sr. Zimeray, se ha presentado una solicitud, cuyos firmantes han sido numerosos y entre los cuales me cuento, sin embargo, de conformidad con la posición constantemente expresada por el Parlamento Europeo y por toda la Comunidad europea, le pido que intervenga con el prestigio de su cargo y de la Institución que representa ante el Presidente y el Gobernador del Estado de Texas, Sr. Bush, que tiene la facultad de suspender la condena a muerte y de indultar al condenado.","At the request of a French deputy, Mr. Zimeray, a petition has been submitted, signed by numerous individuals, myself included.  However, in accordance with the consistently expressed position of the European Parliament and the entire European Community, I ask that you intervene, using the prestige of your office and the Institution you represent, with the President and Governor of the State of Texas, Mr. Bush, who has the power to suspend the death sentence and pardon the condemned.","At the request of a French Member, Mr Zimeray, a petition has already been presented, which many people signed, including myself. However, I would ask you, in accordance with the line which is now constantly followed by the European Parliament and by the whole of the European Community, to make representations, using the weight of your prestigious office and the institution you represent, to the President and to the Governor of Texas, Mr Bush, who has the power to order a stay of execution and to reprieve the condemned person.",0.29685783457204334,0.7079646017699115,1.0571281909942627
groq,"A petición de un diputado francés, el Sr. Zimeray, se ha presentado una solicitud, cuyos firmantes han sido numerosos y entre los cuales me cuento, sin embargo, de conformidad con la posición constantemente expresada por el Parlamento Europeo y por toda la Comunidad europea, le pido que intervenga con el prestigio de su cargo y de la Institución que representa ante el Presidente y el Gobernador del Estado de Texas, Sr. Bush, que tiene la facultad de suspender la condena a muerte y de indultar al condenado.","At the request of a French MP, Mr. Zimeray, a petition has been presented, which has been signed by many people, including myself. However, in accordance with the position constantly expressed by the European Parliament and the entire European Community, I ask you to intervene with the prestige of your office and the Institution you represent to the President and the Governor of the State of Texas, Mr. Bush, who has the power to suspend the death sentence and grant a pardon to the condemned.","At the request of a French Member, Mr Zimeray, a petition has already been presented, which many people signed, including myself. However, I would ask you, in accordance with the line which is now constantly followed by the European Parliament and by the whole of the European Community, to make representations, using the weight of your prestigious office and the institution you represent, to the President and to the Governor of Texas, Mr Bush, who has the power to order a stay of execution and to reprieve the condemned person.",0.37212736993413276,0.7632093933463796,0.6281552314758301
deepl,"Todo ello, de conformidad con los principios que siempre hemos apoyado.","All this, in accordance with the principles we have always supported.",This is all in accordance with the principles that we have always upheld.,0.36883688707312123,0.7913669064748202,0.185225248336792
gemini,"Todo ello, de conformidad con los principios que siempre hemos apoyado.","All of this, in accordance with the principles we have always supported.",This is all in accordance with the principles that we have always upheld.,0.3661926362999429,0.7857142857142857,0.491070032119751
groq,"Todo ello, de conformidad con los principios que siempre hemos apoyado.","All of this, in accordance with the principles we have always supported.",This is all in accordance with the principles that we have always upheld.,0.3661926362999429,0.7857142857142857,0.30799102783203125
deepl,"Gracias, señor Segni, lo haré de muy buen grado.","Thank you, Mr Segni, I will be very happy to do so.","Thank you, Mr Segni, I shall do so gladly.",0.4546697236991713,0.8130081300813008,0.15959715843200684
gemini,"Gracias, señor Segni, lo haré de muy buen grado.","Thank you, Mr. Segni, I will do so gladly.","Thank you, Mr Segni, I shall do so gladly.",0.3918189150070214,0.8333333333333335,0.47734522819519043
groq,"Gracias, señor Segni, lo haré de muy buen grado.","Thank you, Mr. Segni, I will do it with great pleasure.","Thank you, Mr Segni, I shall do so gladly.",0.1277566936460511,0.6557377049180328,0.30294108390808105
deepl,"Está, sin duda, dentro de la línea de las posiciones que nuestro Parlamento siempre ha adoptado.",It is certainly in line with the positions that our Parliament has always adopted.,"Indeed, it is quite in keeping with the positions this House has always adopted.",0.23702519000626185,0.6289308176100629,0.18528389930725098
gemini,"Está, sin duda, dentro de la línea de las posiciones que nuestro Parlamento siempre ha adoptado.","It is, without a doubt, in line with the positions our Parliament has always adopted.","Indeed, it is quite in keeping with the positions this House has always adopted.",0.21258844131063828,0.6790123456790125,1.0256977081298828
groq,"Está, sin duda, dentro de la línea de las posiciones que nuestro Parlamento siempre ha adoptado.","It is, without a doubt, within the line of the positions that our Parliament has always adopted.","Indeed, it is quite in keeping with the positions this House has always adopted.",0.1531682455208201,0.548780487804878,0.32297801971435547
deepl,"Señora Presidenta, quisiera llamar la atención de usted acerca de un caso del que se ha ocupado una y otra vez este Parlamento.","Madam President, I would like to draw your attention to a case which has been dealt with time and again in this Parliament.","Madam President, I should like to draw your attention to a case in which this Parliament has consistently shown an interest.",0.4206308920964752,0.7758620689655172,0.18301701545715332
